trade_id,symbol,side,entry_time,exit_time,entry_fr,entry_collect_fr,exit_fr,hold_settlements,gross_pct,cost_rt_pct,net_pct,gross_dollar,cost_dollar,net_dollar,cost_tier,gap_closed
HBARUSDT_20220204000000,HBARUSDT,long_spot_short_futures,2022-02-04 00:00:00.018000+00:00,2022-02-05 00:00:00.014000+00:00,-0.056216,-0.048053,-0.002337,3,0.077971,0.2,-0.12202900000000001,0.23391299999999998,0.6,-0.36608700000000005,high,False
CTSIUSDT_20220203080000,CTSIUSDT,long_spot_short_futures,2022-02-03 08:00:00+00:00,2022-02-05 00:00:00.014000+00:00,-0.17830700000000002,-0.204189,0.01,5,0.35135700000000003,0.2,0.15135700000000002,1.054071,0.6,0.45407100000000006,high,False
PEOPLEUSDT_20220205080000,PEOPLEUSDT,long_spot_short_futures,2022-02-05 08:00:00+00:00,2022-02-05 16:00:00+00:00,-0.088408,0.01,0.01,1,0.01,0.2,-0.19,0.030000000000000002,0.6,-0.57,high,False
SANDUSDT_20220204080000,SANDUSDT,long_spot_short_futures,2022-02-04 08:00:00.005000+00:00,2022-02-05 16:00:00+00:00,-0.05216799999999999,-0.057862,0.01,4,0.124258,0.2,-0.07574200000000002,0.37277399999999994,0.6,-0.22722600000000007,high,False
CRVUSDT_20220204080000,CRVUSDT,long_spot_short_futures,2022-02-04 08:00:00.005000+00:00,2022-02-06 00:00:00+00:00,-0.056420000000000005,-0.05521,-0.015496,5,0.17117700000000002,0.2,-0.028822999999999988,0.5135310000000001,0.6,-0.08646899999999996,high,False
IOTAUSDT_20220205080000,IOTAUSDT,long_spot_short_futures,2022-02-05 08:00:00+00:00,2022-02-07 00:00:00.003000+00:00,-0.05558,-0.020729,-0.004466,5,0.12595399999999998,0.2,-0.07404600000000003,0.3778619999999999,0.6,-0.22213800000000009,high,False
RUNEUSDT_20220206160000,RUNEUSDT,long_spot_short_futures,2022-02-06 16:00:00+00:00,2022-02-07 08:00:00.014000+00:00,-0.078677,-0.050604,-0.014215000000000002,2,0.064819,0.2,-0.135181,0.194457,0.6,-0.405543,high,False
ARPAUSDT_20220208000000,ARPAUSDT,long_spot_short_futures,2022-02-08 00:00:00.001000+00:00,2022-02-09 00:00:00+00:00,-0.75,-0.093225,0.01,3,0.14675200000000002,0.2,-0.05324799999999999,0.44025600000000004,0.6,-0.15974399999999997,high,False
IOTXUSDT_20220208160000,IOTXUSDT,long_spot_short_futures,2022-02-08 16:00:00.002000+00:00,2022-02-09 00:00:00+00:00,-0.083052,-0.007683,-0.007683,1,0.007683,0.2,-0.19231700000000002,0.023049,0.6,-0.576951,high,False
AVAXUSDT_20220208160000,AVAXUSDT,long_spot_short_futures,2022-02-08 16:00:00.002000+00:00,2022-02-09 00:00:00+00:00,-0.13997,0.01,0.01,1,0.01,0.2,-0.19,0.030000000000000002,0.6,-0.57,high,False
